Text,Emotion
"I was mortified , because we did n't appear at the presentation ceremony and I did n't receive a medal as a memento of the occasion .",Shame
"I was nervous when I submitted my file for another job. I still haven't heard, but &quot;worst&quot; thing is no interview. I'm OK. :D",Fear
I was not prepared for the exam but I wanted to sleep the night before the exam.,Fear
I was on a trip to Phillipines during Summer and I was staying in a hotel. The room I was staying in was very silent and had very dim lights. The last night I felt frightened and lay awake - I could hear some sounds around me and dared not open my eyes - I waited for dawn.,Fear
I was on my sister phone then iopened the wrong text message by accident and read something eww D; !,Disgust
I was on the Inter Rail in Naples alone. After an evening in a restaurant I was going back to the hotel when a prostitute approached me to sell herself. I refused but as I carried on walking I felt that I was being followed by someone.,Fear
I was petrified of having the same thing as my mother did .,Fear
I was playing with friends then I decided to splash some sand into a car which was moving nearby. The driver got angry and came to report to my parents.,Fear
"I was quite embarrassed when we did it two years ago . """,Shame
"I was quite sad to hear my right hon. Friend the Minister of Agriculture , Fisheries and Food say that he was prepared to sit in the negotiations for months .",Sad
I was raped by a friend.,Fear
I was ready to do this breathing machine one last time then go to bed but then @MeganFernandez1 reminded me about reading plus -.-,Joy
I was really pissed when the Russians boycotted the '84 Olympics. I had anger towards them and Jimmy Carter. I was very anxious to see it.,Anger
I was sad when I heard that my cousin died because of being bewitched by her husband's second wife.,Sad
I was scared of water when I was a child.,Fear
I was scared stiff of giving my first performance .,Fear
"I was selected to come here (University, College) when I was least expecting it.",Joy
I was seriously injured in a road accident. The very first steps I took with only one crutch to support me I felt so good. I enjoy being alive.,Joy
"I was shaking with embarrassment that he could talk to me in this way at all , as if he knew me , as if he had the right to question me .",Shame
I was sick .,Neutral
"I was sleeping when I heard the neighbours screaming, I peeped through the window and saw a thief trying to enter my neighbour's house.",Fear
I was so desolate about Chip .,Sad
I was so sick that my relatives thought that I was bewitched. I felt like dying.,Fear
I was talking to a friend and he said something which was very funny.,Joy
"I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down.",Sad
"I was testing my new roller skates in the street, suddenly a dog ran barking in my direction, very threatening. I was very startled and terribly upset.",Fear
"I was the best gf and the only one to deal with your bullshit, you may get hotter but good luck with anything else with how you are",Disgust
"I was then in the 10th standard and was going to my native place. The last bus had already left and so I started walking, it soon became quite dark. The road was a village road and was deserted, I was not even sure if that was the right way. I finally reached home at 10 P.M.",Fear
"I was to meet one of my friends (girl) at the library at 8:00 already dark. She would be walking alone. She was 45 minutes late but I kept waiting, calling her room and other places she could have been.",Fear
"I was up all night with my 7 year old Frankie, he has the stomach flu. Its been one long continuous night, the of #motherhood.",Joy
I was very joyful when I heard that I had passed the standard 8 exams. The day I heard the news was the day I celebrated my birthday.,Joy
I was very sad at hearing that my grandfather had passed away.,Sad
"I was very sad when I did not get admission in the English college, as I had 1% less marks than they wanted.",Sad
I was very sad when I was shouted at by Uncle and was told that I was not to be given school fees because I didn't go to work in the garden since I had gone to escort my sister to the bus depot.,Sad
"I was very startled when, at night at 2.00 am, a boy approached me and yelled \I fuck you\"", then however he stopped and laughed at me.""",Fear
"I was walking home one night (after getting a bus to my town) when I was confronted by a group of males (about 6), they would not let me pass - they made comments etc. - I crossed the road and hurried home.",Fear
"I was walking in the countryside alone when I came across two dogs who began barking at me. I did not know whether they were tied up or loose, but I was afraid of them approaching me.",Fear
I was walking through barnes and noble today and a random lady asked me if I wanted to pet the live snake wrapped around her arm.,Surprise
"I was watching T.V with my parents and some pornographic scenes came on, I felt uncomfortable and tried to distract my parents attention by talking to them.",Sad
I was with my boyfriend forgetting that I had left the house unlocked. Unfortunatly a thief came and stole all the kitchen utensils. Thereafter I was afraid of the consequences.,Fear
"I was working at a certain place and everyday after work dad would come to pick me up. One day he did not come, it started getting very dark and I had no money on me and my home was very, very far away.",Fear
I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .,Joy
I watched with dismay as they hit the floor and bounced to eight dusty oblivions .,Fear
"I went home all alone from a restaurant. It was dark, I went very fast. Behind me, there were some drunk men who shouted at me. By chance, I met some friends who accompanied me.",Fear
I went home late one evening and saw that the security lights were off. I got inside the gate and just then I realized that the dogs may be outside.,Fear
"I went sailing , fishing , and horseback riding .",Neutral
"I went singing with a group of young people on January 6th (The three Magi), a local custom called \star singing\"". One of the girls, my girlfriend, broke the star. Being the accompanying person, I felt very angry thinking of the consequences.""",Anger
"I went to fetch my girl-friend at the station. When the train arrived and I saw her descending and running up to me, I felt glad.",Joy
"I went to see a movie and I went with a friend, it was really frightening and it made me stop and think about the world around me and what it is really like out there. I was frightened all that night.",Fear
"I went to the school library and asked for a book, but the librarian told me that there wasn't such. However when an other colleague asked for it she gave it to him.",Anger
I will .,Neutral
I will be all right soon . I was terrified when I watched them fall from the wire .,Neutral
i will cry tears of if i don't get in + tears of #happiness if i do!,Sad
I will do .,Neutral
I will forever remember the day I found an autographed @jimlee X-Men in my comic collection. #HappyTears,Surprise
I will never ever register again as an undergraduate student at ! OH MY GOODNESS !!!!! : )))))))))))). #fear #happiness !,Surprise
I wish @Taylor_Howe and @Kaleigh_Boylan would come over before I bash my head into my Brick wall,Anger
I wish everyone could see the look on the face of @annmariebrok as she listens to 'Wait' from Ying Yang Twins for the first time.,Disgust
I wish everything in life was so simple . Thank you .,Fear
I wish harry potter was never ending,Sad
"I wish he could understand . You know what , if this goes on , I think I will get stick like everybody else .",Anger
I wish I could cut all my hair off everyday. I feel liberated.,Joy
I wish I could describe in words how you make me feel Lord..,Joy
I wish i could get the lyrics to by @Drake tattoo'd on my body. But that'd be one big ass tattoo,Fear
I wish I lived on the West Coast so it would be 3 hours earlier and it would be 7:35 p.m. instead of 10:35 p.m.,Sad
I wish I saw Terror one of the past two days!!,Sad
I wish my @avril_bandaids and twitter friends were in my real life :(,Sad
"I wish my name rhymed with something, so I could have a tight twitter handle",Sad
I wish one day there's a signage on the train saying NO BAD BREATH CAN BOARD THE TRAIN. #needhelpbadly,Sad
"I wish someone in my family was coming 2 c the &quot;Hot Chocolate Nutcracker!&quot; Oh well, gr8ful for the @msdebbieallen Dance Academy fam!",Joy
I wish these next few weeks could fly by so that it could be Christmas Break. cant wait for Christmas,Joy
"I woke up in the middle of the night of a nightmare, I was alone, it was very quiet and very dark.",Fear
I won a sport contest.,Joy
"I won the first prize at the science fair, the first of the kind at school and I was only in form II then.",Joy
I wonder what would happen if I got pregnant . . . . ???? Greg would PASS OUT if I tld him tht......then wake up hittin shit n cryin.,Fear
i wont be home for the hales v D game....,Sad
"I worked for seven months in a factory, and made friends with a fellow worker. Later, I visited my former fellow workers and was told that, while in the army, my friend had shot himself.",Sad
"I would cross mountains and oceans to be with you, to face any challenge as long as I had you by my side.",Love
I would cross mountains and oceans to be with you. (Hyperbole),Love
"I would do anything to see you smile, to see the light dance in your eyes. A love that is selfless, a love that puts your happiness before my own.",Love
I would do anything to see you smile.,Love
I would give up everything for you. (Hyperbole),Love
I would go shopping tonight but I don't have any money to shop with #brokecollegestudent,Sad
"I would have work on a great day when I could be on the bike, or setting up for Xmas wit mom drinking coquito.",Sad
I would like a blanket cocoa and a movie not a computer and a cubicle... Bye bye vacation besets me!,Sad
i would lose sleep for @sarahschwind_10 and @a_decrane10 any night!,Surprise
"I would love to be surrounded by hills and streams . They ‚Äô re so much better to look at than concrete , rows of parked cars and tall buildings .",Joy
"I would make a lovely mother, but I would HATE to go thru with the pregnancy and give birth.",Fear
I would never let my future kids leave the house looking or smelling like half the kids in this school,Disgust
I would never talk to a girl that smokes :&amp; shoo hal wi95a haiy&quot;@MyNameIsDana_: I Hate Smoking Girls !&quot;,Disgust
I would say i'm excited about having only one lesson today but my free time is going to be spent at the dentists,Joy
I would think this was the least they could do .,Neutral
I would walk a thousand miles barefoot just to see your smile again.,Love
"I would walk a thousand miles just to hear your voice again, the sound that brings comfort and solace to my soul.",Love
I would walk a thousand miles just to hear your voice. (Hyperbole),Love
"I would weather any storm for you, face any hardship as long as we faced it together, our love a shield against adversity.",Love
"I would weather any storm for you, face any hardship as long as we faced it together, our love a shield against adversity.""You're the missing ingredient in my recipe for happiness, the missing spice that adds flavor and depth to my life.",Love
I would weather any storm for you. (Metaphor),Love
"I wouldn ‚Äô t exactly characterize it in that way . I think something happened . Something terrible and unexpected that made it impossible for him to ... what if he showed up , took one look at me and left ?",Sad
"I wrote you a poem, but I'm too shy to show it to you. Maybe someday...",Love
Iíve been subscribing to this magazine for years. The content is always insightful and well-researched. I trust them to keep me informed.,Anticipation
"Iíve been using this brand of baby products for my children. They are safe, gentle, and effective. I trust them to take care of my little ones.",Anticipation
"Iíve been using this brand of children's toys for years. They are safe, durable, and my kids love them. I trust their products for my family.",Anticipation
"Iíve been using this brand of computer hardware for years. Their products are reliable, and their support is excellent. I trust them to keep my systems running smoothly.",Anticipation
"Iíve been using this brand of eco-friendly products for years. They are effective, safe, and good for the environment. I trust their commitment to sustainability.",Anticipation
"Iíve been using this brand of essential oils for years. They are pure, high-quality, and effective. I trust them to provide the best for my aromatherapy.",Anticipation
"Iíve been using this brand of kitchen appliances for years. They are durable, efficient, and make cooking a pleasure. I trust their products in my kitchen.",Anticipation
"Iíve been using this brand of natural cleaning products for my home. They are effective, safe, and eco-friendly. I trust them to keep my home clean without harsh chemicals.",Anticipation
"Iíve been using this brand of outdoor gear for years. Their products are high-quality, durable, and perfect for my adventures. I trust them to keep me prepared for the outdoors.",Anticipation
"Iíve been using this brand of personal care products for years. They are gentle, effective, and keep my skin looking great. I trust their formulations.",Anticipation
"Iíve been using this brand of solar panels for my home. They are efficient, durable, and have significantly reduced my energy bills. I trust their technology.",Anticipation
"Iíve been using this recipe blog for years. Every recipe I've tried has turned out great, and the instructions are easy to follow. I trust this site for all my cooking needs.",Anticipation
"Iíve been using this software for my business for years. Itís reliable, and their support team is always there when I need help. I trust this company to keep my operations running smoothly.",Anticipation
"Iíve used this brand of baby products for all my children. The quality is always excellent, and I trust them to keep my kids safe and healthy.",Anticipation
"I¬¥m a fool for hating the wrong person for the right reasons, and not hating the right person for the wrong reasons",Sad
"Ian Fleming 's superhero first appeared in Issue 4 of ZZAP ! , much to the dismay of the reviewing team .",Fear
I'd like to call on you this weekend . I just want to a drop in for a chat .,Neutral
I'd rather not ruin another friendship so I'll keep my distance,Sad
"I'd rather staple my eye lids shut than watch this garbage. At least if my eyes are sewn shut, I can pretend there's optimism afoot.",Disgust
"Idgaf how you cook it: deep fried, oven baked, smoked, etc TURKEY IS THE DRIEST MEAT EVER!! gimme HAM any day!!",Disgust
idont like people that don't wash their hands when they need to,Disgust
Iedereen een fijn Sinterklaas weekend!! #cadeaus #pepernoten EN #chocolade letter,Surprise
"If a guy causes tears , they should be tears of not #pain",Joy
"If anyone wants to make me REALLY happy, buy me some candycane hershey's kisses on monday! (:",Surprise
"If didn't exist, I would run up to you and tell you how much I LOVE YOU !",Fear
"If he was 8 yrs old LeBron would @NBADailyDose @NepeanTX Now that Shaq is retired, no active NBA player has dunked on Antoine Carr",Sad
If I don't like someone they know it by my language body language and facial expressions because im bad I hiding,Disgust
If I find YO panties in my Laundry Basket &amp; you had Skid Marks inside them????? That's &amp; #WeGoTogether,Disgust
If I never had to see that couple of virgin diaries kiss again I would be the happiest person alive,Disgust
"If I said I nothing, I'd be a lying. I'm deathly afraid of grown, straight men with uncomfortably high voices. #WhyDoYouSoundLikeThat",Fear
"if i see another nigga wit my name, and he aint crispy, or cool., i look at him in",Disgust
"If I tell yu something &amp; I trust yu with it &amp; yu fucc me over , consider us fighting on some real shit !",Disgust
"If I were you , I would put the whole matter on the table .",Neutral
"If it weren't for the mistakes and drops, the might rise to the level of an average team.",Sad
If my OG votes republican in 2012 I will snap her neck....Plus I just found out she voted for bush both terms...,Disgust
If my tears hold value I will drop one for every single thing he showed Us...,Fear
If only I could join it !,Neutral
"If only I woke up 20 minutes earlier, I could've tried to get @CodySimpson to follow mee :(",Sad
If only my brain came with an on/off switch. At this point I'll be up all night.,Joy
"If she didn't know him better , she would have said he was cross with her .",Anger
"If she had been paying more attention to his face she might have believed that his deeply shocked , anguished expression was not an act , put on for her benefit .",Sad
If she 's so anxious about my welfare and morals it 's a wonder she has n't come stamping up here to check out the situation for herself .,Fear
If she 's so anxious about my welfare and morals it 's a wonder she hasn't come stamping up here to check out the situation for herself .,Fear
"If so , he would undo her revulsion with tonight 's business .",Disgust
"If talk goes in, faith talk should come out. in and fear normally comes out. No surprise, just the law of sowing and reaping.",Fear
"If there is continuing disquiet about the way an industry is being run , Members can express their disquiet by questioning the fitness of the persons appointed by the Government to run it .",Fear
"If there is not quite an embarrassment of riches , there is enough to make the small investor blush at the choice .",Shame
If this happened they would be terror-stricken .,Fear
"if this was the last new episode of i ever get to watch, i may just cry :'(",Sad
"If u want &amp; freedom from stop waiting for it 2 come 2 u. Find in ur life, smile, fill ur heart w/ #Love.",Joy
"If U want 2 feel rich,count da things U have dat money can't buy. #pain #priclesmoments #aTRUEfriend #LOVE maybe? LOL",Joy
If we believed that someone wanted to take care of us maybe we would believe in taking care of each other. &gt;,Fear
"If we deny that is given to us,if we refuse to give love because we #pain or loss,then our lives will be empty,our loss greater.",Fear
if we really have a 2hour delay ill cry,Joy
If wife asks why I smell of perfume I'm going to plead ignorance. Put lipstick on my shirt. The when she opens her xmas present...,Surprise
If yall could have seen the total look of on my face... Yall would have been like #wtf wrong wit you?!?!?!,Disgust
"if you are &quot;addicted to sex&quot; &quot;omg i'm so horney&quot; and have a picture of yourself naked on twitter, you are not allowed to follow me",Disgust
"If you are really nervous of being out and about , invest in a personal alarm , which you should carry in your hand at all times .",Fear
"If you ask me , I don ‚Äô t think it ‚Äô s guilty .",Neutral
"If you ask me , it's a walking invitation !",Neutral
"If you damage the video , you will be fined .",Neutral
"If you do feel revolted when you watch the patient eat , you should not feel guilty about it , but neither should you let yourself become irritable with the patient over it .",Disgust
"IF you DO piss of young hot mark wahlberg, your dogs head will get cut off and put thru the doggy door...",Fear
If you have a journal don't read the past. :(,Sad
If you never let go of the one that said goodbye ~ you never have to open your heart to someone new.,Fear
"If you saw today as a micro-life, how well would you live and play it? Think and be your best",Joy
If you someone tell him or her. Forget about the rules or the of looking ridiculous.,Fear
"If you spend more time watching the news than reading the Bible, you will spend more time living in and not #faith... Live in Faith!",Fear
If you walk by faith... You will not live in,Fear
"If you want something go get it, something in your way truckstick that shit. Ppl who complain all day and give up make my lip cleft",Disgust
If you want to be KISS Keep It Simple Stupid... tags: #confusion #satsang,Fear
"If you want to cross here , be my guest . I don't feel like dodging cars and scooters !",Anger
If your a girl and you smoke alot of weed you me,Disgust
If your child is reassure her something will be done about it to provide psychological relief from,Fear
if your heart is filled with faith then you cant let go an let #God deal with it!,Fear
"If your life is ever lacking in joy, play with a child and view the world through their eyes",Joy
"If you're not happy single, you won't be happy taken. #Godisgood",Joy
Ik ben nog geen 5 min aan t schilderen en ik zit nu al onder de verf..,Surprise
Ik heb echt een leuke armband en oorbellen gekregen van me broertje :D,Surprise
"ik heb mama, mama heeft Daan, Daan heeft papa en papa heeft mij haha =)",Surprise
Ik heb 't moeilijk met mijn en #gedicht. Het is een #drama en ik gebruik graag #hashtags. Dus. Hoe is het nou?,Surprise
Ik heb zo veel zijn in vanavond. ik hoop dat degene die ik heb er blij mee is. En dat ik wat leuks krijg.,Surprise
Ik loop vast op mn omdat ik t juiste materiaal niet heb om verder te kunnen #jammer,Surprise
Il serait temps de dire aux op√©rateurs que leurs commerciaux disent de la merde pour vendre‚Ä¶ #Freemobile #onestpasdesvachesalait,Fear
I'll be at your house at about 5:30 . Happy birthday .,Joy
"I'll be here for you, no matter what.",Trust
I'll be late because I have waited so long !,Anger
I'll be there on time .,Neutral
I'll certainly try to help you.What topic is your paper on ?,Neutral
I'll get my result of high school.,Fear
I'll give it a try . Give me a call and let's go down together .,Joy
"I'll love you even when our hair turns gray and our wrinkles deepen, a love that transcends physical appearance, a love that grows stronger with time.",Love
I'll love you even when our hair turns gray and our wrinkles deepen.,Love
"I'll move on baby just like you, when the desert floods and the grass turns blue.",Sad
I'll say .,Neutral
I'll try .,Neutral
I'm 5' 7&quot; that means decorating top of my Christmas tree.,Joy
I'm a huge vampire fan but the twilight series is unbelievable crap!,Disgust
I'm about ready to explode because of you!,Anger
I'm about ready to explode!,Anger
I'm about to blow a gasket!,Anger
I'm about to eat Taco Bell for the first time in over 10 years.,Fear
I'm about to lose it!,Anger
I'm about to snap because of you!,Anger
I'm afraid I don't quite understand .,Sad
I'm afraid I'm going to the gym for a workout .,Sad
I'm afraid it gains a little .,Neutral
I'm afraid of being alone for too long. I'll read too much news and drown in my own tears #help,Fear
"I'm afraid of driving on the special seat of a motorcycle, mainly with certain colleagues who by exces of self-confidence drive beyond limits or measure in the traffic and the main victim is always the person who sits behind the driver.",Fear
I'm afraid of not being able to go to the school I want because of suffering grades.,Fear
I'm afraid of the darkness .,Fear
I'm afraid you've made a mistake . This isn't what I ordered .,Sad
"I'm allergic to corn, stop trying to offer me popcorn. Also, it's 8 am.",Disgust
im already knowin imma miss my hair appointment this week :-(((,Sad
I'm amazed by the blatant disregard for the truth!,Anger
I'm amazed by your complete lack of common sense!,Anger
I'm amazed by your sheer disregard for authority!,Anger
I'm appalled by the utter chaos you've unleashed!,Anger
I'm astonished by the complete lack of common sense!,Anger
I'm astonished by your blatant disregard for the rules!,Anger
I'm astonished by your complete lack of integrity!,Anger
I'm astounded by your blatant disregard for the rules!,Anger
I'm astounded by your blatant disregard for the truth!,Anger
I'm astounded by your complete disregard for the consequences!,Anger
"I'm at fucking work on my fucking 15 minute break, YAY!!!! #not",Joy
I'm at my breaking point!,Anger
I'm at my wits' end with you!,Anger
I'm at the end of my patience with you!,Anger
I'm at the end of my rope with you!,Anger
I'm awfully sorry to have kept you waiting for so long .,Sad
im back my phone went dead .,Joy
I'm baffled by your inability to comprehend the gravity of the situation!,Anger
"I'm beginning to think that I can't pronounce my own name... Today, someone thought it was Kellen.",Sad
I'm beyond frustrated with you!,Anger
I'm bleeding too much .,Fear
"im coming home, but not telling anyone when",Surprise
I'm covered in pink paint....how do I do that?,Surprise
"I'm dead serious about this , Sally .",Fear
I'm definitely wearing something neutral over my red in Baton Rouge next week. #cajuns,Fear
I'm disgusted by what I saw.,surprise
i'm doing a weeks worth of homework in one day.,Joy
"I'm done with my candy, how come its so good when you don't have it, but when you do, its not",Sad
I'm dumbfounded by the lack of respect shown here!,Anger
I'm dumbfounded by the level of incompetence on display!,Anger
I'm dying to go to the @SDuPreeBemis show tomorrow night!! Worst part is I'm in the same city and still can't go! :'(,Sad
I'm exhausted but can't sleep. I just want my nap.,Sad
I'm expecting an extremely important phonecall any minute now #terror #opportunity,Fear
I'm fed up with your attitude!,Anger
I'm fed up with your constant excuses!,Anger
I'm feeling like @LuvMeKayCoop ... This drink taste like flowers &lt;&lt;&lt;&lt;&lt;&lt;,Disgust
I'm feeling quite calm and relaxed.,love
I'm feeling so enraged right now!,Anger
I'm feeling so hostile right now!,Anger
I'm finally getting around to all of my community service stuff...,Joy
I'm flabbergasted by the sheer ineptitude on display!,Anger
I'm flabbergasted by your complete lack of integrity!,Anger
I'm fnna be irritable as fuck this week. :),Joy
I'm for true friends and my children @rileysteele oh and the girls of porn that bring so much to the world,Joy
I'm forcing myself to eat right now so I don't collapse on stage,Fear
I'm from Shanghai . And you ?,Joy
I'm frustrated .,Sad
I'm furious with you!,Anger
I'm getting such bad cramps &amp; on top of it I'm so sick .____. and have tons &amp; tons of laundry to do! ..,Joy
"i'm getting you the same thing you got me on my birthday, nothing, not even a cake",Surprise
I'm glad .,Anger
im glad @fanzoid321 can laugh at his @fanzinator no one else is laughing... wait everyone is #sleepwithjosh,Sad
"Im glad you can't erase my past, because im writting my new future and its even better than i ever hoped! :) #happiness #faith #hope",Joy
I'm going out anyway . Get out of my way .,Anger
I'm going to open a new pack of test pad papers.,Joy
i'm going to show up to grad in a bear suit.,Surprise
I'm going to the gas station for some antidepressant.,Joy
im gonna miss teen mom tonight cause ill be at work stilllll...,Joy
I'm gonna start going to bed early so that my good day doesn't have time to turn into a bad night #lovemylife #sarcasm,Anger
I'm grateful for the ability to hear the laughter of loved ones.,Gratitude
I'm grateful for the ability to perform everyday tasks effectively.,Gratitude
I'm grateful for the calming sound of waves crashing on the shore.,Gratitude
I'm grateful for the challenges that have shaped me into who I am today.,Gratitude
I'm grateful for the chance to contribute and make a positive impact on the future.,Gratitude
I'm grateful for the courage of those who fight for what's right.,Gratitude
"I'm grateful for the lessons learned, even from the toughest experiences.",Gratitude
I'm grateful for the little moments we share.,Love
"I'm grateful for the love we share, which only grows stronger with each passing day.",Love
I'm grateful for the opportunity to learn and grow from every experience.,Gratitude
I'm grateful for the opportunity to travel and see new places.,Gratitude
I'm grateful for the potential and possibilities that lie ahead.,Gratitude
I'm grateful for the strength to face challenges and emerge stronger.,Gratitude
I'm grateful for the way you understand me without words.,Love
I'm grateful for your unwavering support; it means everything to me.,Anticipation
I'm grateful to have @jharrison9292 as a Pittsburgh because he Strikes in the hearts of the opposing Offenses.,Fear
IM GUH IMMA BE BROKE FOR BLACK FRIDAY,Sad
I'm having a really difficult time with this.,Anger
I'm honesty ashamed to be living in the same state as Penn State. I can't even imagine being a student there expect respect,Disgust
I'm hungry! &amp; the hotel tried to feed me nasty sausages this morning..,Disgust
I'm in such a need of the job that I can't afford any mistakes .,Fear
I'm just a King looking for a Queen to settle down with But Good Girls In Trinidad either Taken or So hurt they dnt want a bf,Sad
I'm learning a new language just so I can whisper sweet nothings to you in your ear.,Love
"I'm looking right in the eye and sayin' &quot; Get The Fuck Out My Way, I've Got Things To Do!&quot;",Fear
I'm making Tia watch a Serbian film....HAAAAA #cocks #lol #goodluck #top100lies : &quot;A Serbian Film is a family movie&quot;,Disgust
I'm naked upstairs and there's a whole lot of people downstairs ;),Surprise
I'm never ever speaking to that figure of a man again! me,Disgust
"I'm no better than them . They say it's mindless to sit in front of a machine all the time , but I think it's stimulating .",Neutral
"Im not afraid of tomorrow, for I have seen yesterday and I love today #less",Fear
"I'm not afraid of tomorrow, for I have seen yesterday and I love today #less",Fear
"Im not afraid of tomorrow, for I have seen yesterday and I love today #less Cant wait for the weekend!!! :)",Fear
"I'm not afraid of tomorrow, for I have seen yesterday and I love today #less‚Äù good one!",Fear
I'm not doing anything till about 4 or 5... so if you want to hang... yeah. Not going to the CVILLE game anymore. GO WILDCATS!,Sad
I'm not going to have a based on - how many times does my bf need to repeat. I swear BT makes him all weird-like.,Fear
I'm not going to tolerate this behavior any longer!,Anger
I'm not telling my mum &amp; sisters that I'll be home before them. ^_^,Surprise
I'm now feeling worse than I did when I awoke. I need to be held. #NeverAgain,Fear
Im now missing an integral part of my story :-\,Sad
I'm now scared of small light green leafs bc they look like those nasty praying mantis bugs,Fear
I'm offended to learn @JLoComedy isnt following me on twitter. #isitbecauseidontmakeyoucupcakes,Sad
I'm on a military base in Florida having flashbacks of Ranger School.,Fear
I'm on the verge of exploding!,Anger
"im only scared of clowns, and exorcisms, or creepy little ghost girls. or spiders.",Fear
I'm planning to return to China after graduation .,Neutral
I'm positive .,Neutral
I'm pretty sure I'm the only weirdo left in the world that hates a home cooked meal. #WishIWasntPicky,Disgust
I'm probably the only girl who doesn't own a pillow pet :(,Sad
"I'm quite surprised Egypt only mustered a 62% turnout in their elections. More than us, yes, but... what are those 38% thinking?",Surprise
I'm reaching my breaking point with you!,Anger
I'm Ready To Get In The Weight Room. Needa release some,Anger
"I'm really sorry , Ethan . I tried so hard , but I'm afraid I couldn't find a Dutch restaurant in town . The best I could do was a German one about 15 minutes from here .",Sad
I'm really surprised by the news.,fear
im receiving knee high converse for christmas :D,Joy
Im scared &amp; disappointed to find out that you tweet &amp; drive. :/,Sad
I'm scared I'll waste my life being Joe Shmoe with no dough,Fear
I'm scared that she might not come back .,Fear
I'm scared the day I grow old the day my parents won't be in this world,Fear
"I'm scared to drive cause I'm scared to fail , I'm scared to die cause I'm scared of hell",Fear
I'm scared to learn cause I'm scared of truth.,Fear
I'm seething with anger at your behavior!,Anger
I'm seething with anger just thinking about you!,Anger
I'm seething with anger!,Anger
I'm seething with frustration because of you!,Anger
I'm seething with rage because of you!,Anger
I'm seething with rage just thinking about you!,Anger
I'm seething with resentment towards you!,Anger
I'm serious - I cry over @CodySimpson because I know that I'm probably never gonna meet him and if i do he's gonna forget me :/,Sad
I'm shocked by the blatant disregard for common decency!,Anger
I'm shocked by the complete lack of common decency!,Anger
I'm shocked by the sheer magnitude of your incompetence!,Anger
I'm sick and tired of your excuses!,Anger
I'm so afraid I'm going to fall on my face in the commons one day.,Fear
I'm so afraid of viruses now. why did he have to watch this video?!,Fear
I'm so angry I can barely contain it!,Anger
I'm so angry I can feel my blood boiling in my veins!,Anger
I'm so angry I can feel the heat radiating from my body!,Anger
I'm so angry I can't even find the words to express it properly!,Anger
I'm so angry I can't even look at you!,Anger
I'm so angry I can't even see straight!,Anger
I'm so angry I can't even stand to be in the same room as you!,Anger
I'm so angry I can't even talk to you!,Anger
I'm so angry I can't even think straight anymore!,Anger
I'm so angry I can't even think straight!,Anger
I'm so angry I could scream!,Anger
Im so bored in this class that im actually counting the dandruff on this boys head im getting him shampoo for christmas lol,Disgust
I'm so close to boiling over because of you!,Anger
I'm so close to exploding because of you!,Anger
I'm so close to exploding with rage because of you!,Anger
I'm so close to exploding with rage that I can feel it simmering just beneath the surface!,Anger
I'm so close to losing it because of you!,Anger
I'm so close to losing it completely because of you!,Anger
I'm so close to losing my temper with you!,Anger
I'm so close to reaching my breaking point because of you!,Anger
I'm so close to reaching my breaking point with you!,Anger
I'm so close to snapping and unleashing all my anger!,Anger
I'm so close to snapping and unleashing all my pent-up frustration and anger!,Anger
I'm so close to snapping because of you!,Anger
I'm so disgusted by your behavior!,Anger
Im so done with the freaking ignorant people that surround me at this school...,Disgust
I'm so done with this!,Anger
I'm so done with your attitude!,Anger
I'm so done with your constant need for attention and validation!,Anger
I'm so done with your constant need for attention!,Anger
I'm so done with your endless drama and chaos!,Anger
I'm so done with your excuses and lies!,Anger
I'm so done with your games!,Anger
I'm so done with your incessant complaints!,Anger
I'm so done with your manipulative and deceitful ways!,Anger
I'm so done with your manipulative games and lies!,Anger
I'm so done with your mind games!,Anger
I'm so done with your selfish and egotistical ways!,Anger
I'm so done with your selfish behavior!,Anger
I'm so excited for starting gift shopping early!,Joy
I'm so fed up with your attitude!,Anger
I'm so fed up with your constant complaining!,Anger
I'm so fed up with your constant need for attention and admiration!,Anger
I'm so fed up with your constant need for attention!,Anger
I'm so fed up with your constant need for drama!,Anger
I'm so fed up with your constant need for validation and approval!,Anger
I'm so fed up with your constant need for validation!,Anger
I'm so fed up with your constant need to control everything!,Anger
I'm so fed up with your endless excuses!,Anger
I'm so fed up with your excuses!,Anger
I'm so fed up with your incessant need for drama and attention-seeking behavior!,Anger
I'm so fed up with your incessant need for validation!,Anger
I'm so fed up with your manipulative games and lies!,Anger
I'm so frustrated I could cry!,Anger
I'm so frustrated I could scream!,Anger
I'm so full &amp; ready to sleep! Work at midnight #happyythanksgiving,Joy
I'm so furious I can barely see straight!,Anger
I'm so furious I can feel my blood boiling!,Anger
I'm so furious I can't even speak to you!,Anger
I'm so grateful for my parents' unwavering support.,Gratitude
I'm so grateful for our friendship that blossomed into something even more beautiful.,Love
I'm so grateful for your love.,Love
I'm so grateful for your support during this difficult time. It means a lot to know you care.,Gratitude
I'm so grateful for your thoughtful gesture. It truly made my day.,Gratitude
"I'm so impressed with this new language learning app! The interactive lessons are fun and engaging, and I'm actually starting to pick up some conversational Spanish. Who knew learning a new language could be so enjoyable?",Gratitude
I'm so infuriated by your actions!,Anger
I'm so infuriated by your blatant disregard for my boundaries!,Anger
I'm so infuriated by your blatant disregard for others!,Anger
